149	1	1.68
24	1	1.68
111	1	1.68
86	1	1.68
79	1	1.66
113	1	1.66
120	1	1.66
29	1	1.66
12	1	1.66
14	1	1.66
126	1	1.66
36	1	1.66
41	2	3.22
94	2	2.7
73	2	2.68
17	2	2.67
53	2	2.66
12	2	2.45
120	2	2.45
23	2	2.26
105	2	2.26
92	2	2.26
82	2	2.22
56	2	2.22
98	2	2.22
81	2	2.13
119	2	2.13
93	2	2.13
60	2	2.13
26	2	2.13
47	2	2.03
117	2	2.03
104	2	2.03
108	2	2.03
45	2	2.03
80	2	2.03
132	2	2.03
48	2	1.95
150	2	1.95
9	2	1.95
67	2	1.95
18	2	1.95
147	2	1.95
70	2	1.95
107	2	1.95
20	2	1.95
114	2	1.94
31	2	1.86
110	2	1.86
34	2	1.86
62	2	1.86
136	2	1.86
89	2	1.86
54	2	1.86
87	2	1.86
25	2	1.86
145	2	1.86
77	2	1.85
63	2	1.85
35	2	1.85
85	2	1.85
37	2	1.85
71	2	1.85
84	2	1.85
21	2	1.85
95	2	1.84
39	2	1.8
7	2	1.8
29	2	1.8
129	2	1.8
113	2	1.8
140	2	1.79
51	2	1.79
6	2	1.79
135	2	1.79
59	2	1.79
24	2	1.79
30	2	1.79
142	2	1.79
65	2	1.79
149	2	1.79
72	2	1.79
109	2	1.79
127	2	1.79
14	2	1.78
112	2	1.78
101	2	1.78
126	2	1.78
79	2	1.78
130	2	1.78
36	2	1.78
33	2	1.77
13	2	1.77
128	2	1.77
122	2	1.77
32	2	1.77
151	2	1.77
76	2	1.77
100	2	1.77
50	2	1.77
19	2	1.77
11	2	1.77
139	2	1.77
69	2	1.76
44	2	1.76
68	2	1.76
78	2	1.75
38	2	1.75
86	2	1.75
111	2	1.75
96	2	1.75
66	2	1.75
73	3	3.77
17	3	3.76
60	3	2.23
94	3	2.23
108	3	2.23
132	3	2.23
45	3	2.23
81	3	2.23
80	3	2.23
119	3	2.23
47	3	2.23
104	3	2.23
93	3	2.23
117	3	2.23
26	3	2.23
147	3	2.17
9	3	2.17
107	3	2.17
48	3	2.17
114	3	2.17
20	3	2.17
150	3	2.17
67	3	2.17
70	3	2.17
18	3	2.17
63	3	1.92
110	3	1.92
71	3	1.92
21	3	1.92
56	3	1.92
82	3	1.92
31	3	1.92
54	3	1.92
34	3	1.92
136	3	1.92
62	3	1.92
85	3	1.92
84	3	1.92
25	3	1.92
95	3	1.92
87	3	1.92
37	3	1.92
41	3	1.92
35	3	1.92
98	3	1.92
77	3	1.92
89	3	1.92
145	3	1.92
122	3	1.89
68	3	1.89
69	3	1.89
33	3	1.89
100	3	1.89
151	3	1.89
44	3	1.89
92	3	1.89
50	3	1.89
105	3	1.89
139	3	1.89
23	3	1.88
76	3	1.88
19	3	1.88
32	3	1.88
128	3	1.88
13	3	1.88
11	3	1.88
126	3	1.83
36	3	1.83
101	3	1.83
112	3	1.83
113	3	1.83
79	3	1.83
39	3	1.83
12	3	1.83
7	3	1.83
29	3	1.83
130	3	1.83
120	3	1.83
14	3	1.83
129	3	1.83
111	3	1.8
6	3	1.8
51	3	1.8
135	3	1.8
96	3	1.8
30	3	1.8
109	3	1.8
78	3	1.8
142	3	1.8
38	3	1.8
65	3	1.8
140	3	1.8
72	3	1.8
59	3	1.8
24	3	1.8
53	3	1.8
66	3	1.8
127	3	1.8
86	3	1.8
149	3	1.8
73	4	2.7
17	4	2.7
23	4	2.61
119	4	2.57
151	4	2.55
12	4	2.52
41	4	2.45
20	4	2.42
53	4	2.4
51	4	2.4
129	4	2.39
94	4	2.38
31	4	2.33
145	4	2.33
70	4	2.25
67	4	2.24
80	4	2.22
18	4	2.21
150	4	2.21
56	4	2.18
101	4	2.16
14	4	2.16
50	4	2.13
111	4	2.08
96	4	2.08
93	4	2.06
81	4	2.06
26	4	2.06
60	4	2.06
30	4	2.06
109	4	2.06
72	4	2.06
29	4	1.99
36	4	1.98
79	4	1.98
113	4	1.98
76	4	1.96
128	4	1.96
117	4	1.95
104	4	1.95
108	4	1.95
45	4	1.95
132	4	1.95
47	4	1.95
147	4	1.93
48	4	1.93
107	4	1.93
9	4	1.93
114	4	1.93
44	4	1.89
33	4	1.89
92	4	1.89
105	4	1.89
34	4	1.88
25	4	1.88
21	4	1.88
62	4	1.88
89	4	1.88
98	4	1.87
136	4	1.87
82	4	1.87
77	4	1.87
24	4	1.87
86	4	1.87
6	4	1.87
127	4	1.82
95	4	1.82
110	4	1.81
63	4	1.81
37	4	1.81
35	4	1.81
85	4	1.81
71	4	1.81
87	4	1.81
84	4	1.81
54	4	1.81
120	4	1.79
112	4	1.79
122	4	1.78
13	4	1.78
11	4	1.74
19	4	1.74
32	4	1.74
100	4	1.74
68	4	1.74
139	4	1.74
69	4	1.74
126	4	1.74
39	4	1.74
7	4	1.74
142	4	1.73
135	4	1.73
140	4	1.73
38	4	1.73
65	4	1.73
130	4	1.71
59	4	1.68
66	4	1.68
78	4	1.68
149	4	1.68
41	5	3.31
53	5	3.23
81	5	3.09
12	5	2.57
120	5	2.56
107	5	2.37
122	5	2.37
150	5	2.37
98	5	2.24
82	5	2.24
94	5	2.24
56	5	2.24
65	5	1.98
51	5	1.98
59	5	1.98
127	5	1.98
105	5	1.98
23	5	1.98
92	5	1.98
140	5	1.98
101	5	1.98
110	5	1.87
119	5	1.87
31	5	1.87
93	5	1.87
60	5	1.87
26	5	1.87
34	5	1.87
145	5	1.87
39	5	1.87
7	5	1.87
136	5	1.87
112	5	1.87
45	5	1.87
63	5	1.87
84	5	1.87
130	5	1.87
108	5	1.87
35	5	1.87
117	5	1.87
104	5	1.87
132	5	1.87
80	5	1.87
47	5	1.87
95	5	1.87
73	5	1.79
128	5	1.79
96	5	1.79
78	5	1.79
32	5	1.79
67	5	1.79
129	5	1.79
38	5	1.79
66	5	1.79
44	5	1.79
139	5	1.79
9	5	1.79
76	5	1.79
48	5	1.79
33	5	1.79
17	5	1.79
77	5	1.73
6	5	1.73
72	5	1.73
36	5	1.73
149	5	1.73
109	5	1.73
142	5	1.73
126	5	1.73
79	5	1.73
71	5	1.73
135	5	1.73
21	5	1.73
14	5	1.73
37	5	1.73
30	5	1.73
85	5	1.73
24	5	1.73
114	5	1.67
62	5	1.67
50	5	1.67
113	5	1.67
87	5	1.67
147	5	1.67
68	5	1.67
151	5	1.67
111	5	1.67
18	5	1.67
29	5	1.67
25	5	1.67
20	5	1.67
13	5	1.67
100	5	1.67
54	5	1.67
69	5	1.67
11	5	1.67
89	5	1.67
19	5	1.67
70	5	1.67
86	5	1.67
81	6	3.5
17	6	2.78
73	6	2.78
150	6	2.77
107	6	2.76
53	6	2.7
122	6	2.63
129	6	2.27
101	6	2.27
130	6	2.13
7	6	2.13
112	6	2.13
39	6	2.12
48	6	2.11
9	6	2.11
67	6	2.11
18	6	2.08
70	6	2.08
20	6	2.08
147	6	2.08
114	6	2.08
117	6	1.98
80	6	1.98
104	6	1.98
47	6	1.98
60	6	1.98
93	6	1.98
132	6	1.98
119	6	1.98
108	6	1.98
26	6	1.98
45	6	1.98
94	6	1.98
21	6	1.86
25	6	1.86
89	6	1.86
62	6	1.86
54	6	1.86
77	6	1.86
37	6	1.86
85	6	1.86
71	6	1.86
87	6	1.86
56	6	1.85
110	6	1.85
98	6	1.85
34	6	1.85
84	6	1.85
31	6	1.85
35	6	1.85
145	6	1.85
95	6	1.85
63	6	1.85
82	6	1.85
41	6	1.85
136	6	1.85
50	6	1.85
100	6	1.85
13	6	1.85
151	6	1.85
68	6	1.85
69	6	1.85
19	6	1.85
11	6	1.85
38	6	1.82
51	6	1.82
59	6	1.82
140	6	1.82
66	6	1.82
78	6	1.82
127	6	1.82
65	6	1.82
96	6	1.82
33	6	1.78
32	6	1.78
128	6	1.78
105	6	1.78
139	6	1.78
23	6	1.78
44	6	1.78
92	6	1.78
76	6	1.78
111	6	1.68
30	6	1.68
24	6	1.68
135	6	1.68
86	6	1.68
142	6	1.68
72	6	1.68
149	6	1.68
6	6	1.68
109	6	1.68
14	6	1.67
36	6	1.67
113	6	1.67
29	6	1.67
12	6	1.67
120	6	1.67
79	6	1.67
126	6	1.67
81	7	3.24
53	7	3.03
150	7	2.63
129	7	2.58
122	7	2.58
41	7	2.52
107	7	2.51
12	7	2.49
51	7	2.46
23	7	2.45
151	7	2.36
145	7	2.31
119	7	2.31
31	7	2.31
56	7	2.29
101	7	2.25
96	7	2.21
72	7	1.99
14	7	1.99
109	7	1.99
30	7	1.99
127	7	1.95
76	7	1.95
128	7	1.95
26	7	1.95
60	7	1.95
93	7	1.95
34	7	1.94
82	7	1.94
98	7	1.94
94	7	1.94
112	7	1.94
136	7	1.94
130	7	1.94
84	7	1.94
80	7	1.93
92	7	1.88
73	7	1.88
67	7	1.88
44	7	1.88
105	7	1.88
33	7	1.88
24	7	1.82
70	7	1.82
86	7	1.82
79	7	1.82
6	7	1.82
36	7	1.82
65	7	1.79
140	7	1.79
59	7	1.79
32	7	1.79
17	7	1.79
78	7	1.79
38	7	1.79
9	7	1.79
48	7	1.79
139	7	1.79
66	7	1.79
21	7	1.78
20	7	1.78
50	7	1.78
25	7	1.78
111	7	1.78
62	7	1.78
29	7	1.78
89	7	1.78
113	7	1.78
7	7	1.76
95	7	1.76
132	7	1.76
45	7	1.76
63	7	1.76
110	7	1.76
39	7	1.76
117	7	1.76
104	7	1.76
35	7	1.76
108	7	1.76
47	7	1.76
77	7	1.71
135	7	1.71
120	7	1.71
142	7	1.71
13	7	1.71
37	7	1.69
18	7	1.69
126	7	1.69
147	7	1.61
71	7	1.61
114	7	1.61
87	7	1.61
54	7	1.61
85	7	1.61
100	7	1.61
149	7	1.61
68	7	1.61
69	7	1.61
11	7	1.61
19	7	1.61
41	8	3.26
73	8	2.71
17	8	2.7
94	8	2.7
53	8	2.67
12	8	2.45
120	8	2.44
23	8	2.28
105	8	2.28
92	8	2.27
98	8	2.23
56	8	2.23
82	8	2.23
119	8	2.14
26	8	2.14
93	8	2.14
60	8	2.14
81	8	2.14
47	8	2.04
117	8	2.04
104	8	2.04
132	8	2.04
108	8	2.04
45	8	2.04
80	8	2.04
114	8	1.94
107	8	1.94
67	8	1.94
48	8	1.94
147	8	1.94
20	8	1.94
70	8	1.94
9	8	1.94
150	8	1.94
18	8	1.94
89	8	1.86
110	8	1.86
31	8	1.86
87	8	1.86
25	8	1.86
145	8	1.86
136	8	1.86
62	8	1.86
34	8	1.86
54	8	1.86
21	8	1.84
95	8	1.84
71	8	1.84
35	8	1.84
84	8	1.84
37	8	1.84
63	8	1.84
85	8	1.84
77	8	1.84
51	8	1.8
149	8	1.8
140	8	1.8
135	8	1.8
142	8	1.8
59	8	1.8
6	8	1.79
127	8	1.79
109	8	1.79
72	8	1.79
24	8	1.79
30	8	1.79
65	8	1.79
129	8	1.79
7	8	1.79
29	8	1.79
113	8	1.79
39	8	1.79
79	8	1.78
101	8	1.78
126	8	1.78
14	8	1.78
36	8	1.78
112	8	1.78
130	8	1.78
100	8	1.76
32	8	1.76
44	8	1.76
19	8	1.76
68	8	1.76
139	8	1.76
13	8	1.76
76	8	1.76
33	8	1.76
69	8	1.76
122	8	1.76
50	8	1.76
11	8	1.76
128	8	1.76
151	8	1.76
78	8	1.75
38	8	1.75
111	8	1.75
96	8	1.75
66	8	1.75
86	8	1.75
41	9	3.41
53	9	2.9
12	9	2.89
51	9	2.55
56	9	2.54
23	9	2.54
21	9	2.51
98	9	2.29
120	9	2.29
82	9	2.29
94	9	2.29
129	9	2.26
31	9	2.25
119	9	2.25
151	9	2.25
145	9	2.25
14	9	2.02
109	9	2.02
101	9	2.02
72	9	2.02
30	9	2.02
86	9	2.01
73	9	2.01
67	9	2.01
70	9	2.01
44	9	2.01
33	9	2.0
36	9	1.88
79	9	1.87
92	9	1.87
105	9	1.87
6	9	1.87
24	9	1.87
113	9	1.84
81	9	1.84
89	9	1.84
96	9	1.84
29	9	1.84
93	9	1.84
62	9	1.84
50	9	1.84
111	9	1.84
25	9	1.84
60	9	1.84
34	9	1.84
20	9	1.84
26	9	1.84
45	9	1.83
104	9	1.83
47	9	1.83
95	9	1.83
132	9	1.83
37	9	1.83
35	9	1.83
63	9	1.83
108	9	1.83
126	9	1.83
127	9	1.83
117	9	1.83
17	9	1.82
13	9	1.82
122	9	1.82
38	9	1.82
136	9	1.82
77	9	1.81
140	9	1.81
65	9	1.81
112	9	1.81
135	9	1.81
142	9	1.81
71	9	1.8
85	9	1.8
80	9	1.8
84	9	1.8
130	9	1.8
59	9	1.8
149	9	1.8
128	9	1.78
110	9	1.78
39	9	1.78
7	9	1.78
18	9	1.78
150	9	1.78
76	9	1.78
9	9	1.71
139	9	1.71
114	9	1.71
11	9	1.71
107	9	1.71
19	9	1.71
78	9	1.71
32	9	1.71
66	9	1.71
147	9	1.71
87	9	1.71
69	9	1.71
100	9	1.71
48	9	1.71
68	9	1.71
54	9	1.71
